bucket,is_new,fit_score,company,title,url,location,loc_bucket,workplace,pay_display,pay_min,pay_max,pay_type,pay_period,pay_source,years_required,years_text,jd_required,sales_attached,litigation_accepted,domain_floor,hard_exclude_reason,poor_reason,fit_signals,judgment_rationale,posted_date,closes_date,status,status_evidence,verified_at,via_aggregator,pipeline,sources,ats,board,job_id,key
fit,0,5,Stripe,Product Counsel - RevSuite/Startups,https://stripe.com/jobs/search?gh_jid=8089069,US remote,us_remote,remote,Not listed,,,not listed,,,5,- 5+ years of demonstrated experience either as a qualified lawyer in a top law,N,N,unclear,5+ yrs technology/product legal counsel (meets: stretch),,,JD required/preferred; financial-services background a plus; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; 5 years required (2–5 band),"Needs ""5+ years of demonstrated experience... in a top law firm or in-house legal team working with technology companies"" — about a year short.",2026-07-27,,open,Greenhouse API lists job 8089069 on board 'stripe',2026-09-25,,False,board:greenhouse,greenhouse,stripe,8089069,greenhouse:stripe:8089069
fit,0,4,Automattic Careers,Senior Counsel,https://job-boards.greenhouse.io/automatticcareers/jobs/8174113,Remote,us_remote,remote,$180K–$300K base,180000.0,300000.0,base,year,regex:range,5,JD from a US accredited law school with 5+ years of relevant experience (or an exception EU-based attorney) - Familia,Y,N,unclear,5+ yrs content/privacy/product regulatory counsel (meets: stretch),,,JD required/preferred; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 5 years required (2–5 band),"""JD from a US accredited law school with 5+ years of relevant experience"" — hiring at Counsel or Senior Counsel level, so junior end may fit.",2026-09-04,,open,Greenhouse API lists job 8174113 on board 'automatticcareers',2026-09-25,,False,board:greenhouse,greenhouse,automatticcareers,8174113,greenhouse:automatticcareers:8174113
fit,0,4,Hims And Hers,"Counsel, Product (Health-Tech)",https://jobs.ashbyhq.com/hims-and-hers/54835fe6-7349-46ea-8518-097f143fbd44,US Remote,us_remote,remote,$170K–$210K base + equity,170000.0,210000.0,base,year,ashby:compensation,4,- 4+ years of experience post law school graduation practicing at a law firm and,Y,N,unclear,4+ yrs product/advertising & FTC compliance counsel (meets: stretch),,,JD required/preferred; regulatory/legal/policy research for decisions; base pay midpoint ≥ $150K; 4 years required (2–5 band),"""4+ years of experience post law school graduation...advising business teams...including experience with FTC laws"" — close to his mark but specific FTC/ad-review experience is a stretch.",2026-09-10,,open,Ashby API lists job on board 'hims-and-hers',2026-09-25,,False,board:ashby,ashby,hims-and-hers,54835fe6-7349-46ea-8518-097f143fbd44,ashby:hims-and-hers:54835fe6-7349-46ea-8518-097f143fbd44
fit,0,4,Delinea,Product Counsel,https://jobs.ashbyhq.com/delinea/b0cb3127-979c-4b9d-95c4-ff1a72336ff9,"U.S. Remote; San Francisco, CA",us_remote,remote,$175K–$205K base + bonus,175000.0,205000.0,base,year,ashby:compensation,,,Y,N,unclear,"4+ yrs SaaS/cybersecurity product counsel (privacy, export control, AI) (meets: stretch)",,,JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,"""Four plus (4+) years of relevant legal experience"" but wants product-counsel depth he lacks; regulatory background is adjacent.",2026-04-24,,open,Ashby API lists job on board 'delinea',2026-09-25,,False,board:ashby,ashby,delinea,b0cb3127-979c-4b9d-95c4-ff1a72336ff9,ashby:delinea:b0cb3127-979c-4b9d-95c4-ff1a72336ff9
fit,0,4,NY Attorney General,Assistant Attorney General: Civil Litigation for NYS (3909),https://statejobs.ny.gov/public/vacancyDetailsView.cfm?id=223204,"New York, NY",nyc,,"$91,506–$190,644 base",91506.0,190644.0,base,year,regex:range,3,• At least three (3) years of post-graduate civil litigation experience in federal and New York,Y,N,Y,state civil defense litigation (meets: stretch),,,JD required/preferred; litigation experience accepted; regulatory/legal/policy research for decisions; 3 years required (2–5 band),"Seeks ""experienced litigators"" to defend ""the state of New York and its agencies""; court-heavy litigation practice.",,2026-10-02,open,Listed on statejobs this run; posting document fetched (HTTP 200),2026-09-25,,False,public_sector:statejobs,page,statejobs.ny.gov,,url:statejobs.ny.gov/public/vacancydetailsview.cfm?id=223204
fit,0,4,NY Attorney General,"Assistant Attorney General, Consumer Frauds Bureau (3912)",https://statejobs.ny.gov/public/vacancyDetailsView.cfm?id=224493,"New York, NY",nyc,,"$91,506–$190,644 base",91506.0,190644.0,base,year,regex:range,2,A two (2) year commitment upon being hired is a condition of employment. Additiona,Y,N,Y,5+ yrs civil litigation (meets: stretch),,,JD required/preferred; litigation experience accepted; financial-services background a plus; 2 years required (2–5 band),"""at least five (5) years of civil litigation experience. However, CFP will consider well-qualified applicants with fewer years"".",,2026-10-16,open,Listed on statejobs this run; posting document fetched (HTTP 200),2026-09-25,,False,public_sector:statejobs,page,statejobs.ny.gov,,url:statejobs.ny.gov/public/vacancydetailsview.cfm?id=224493
fit,0,4,NY Attorney General,Special Assistant Attorney General: Civil Enforcement (3906),https://statejobs.ny.gov/public/vacancyDetailsView.cfm?id=222971,"New York, NY",nyc,,"$87,356–$186,494 base",87356.0,186494.0,base,year,regex:range,2,A two (2) year commitment upon being hired is a condition of employment. Addition,Y,N,Y,prosecutorial or Medicaid-fraud litigation (meets: stretch),,,JD required/preferred; litigation experience accepted; regulatory/legal/policy research for decisions; 2 years required (2–5 band),"MFCU ""is seeking experienced litigators"" and ""will consider applications from attorneys with prosecutorial experience"".",,2026-10-02,open,Listed on statejobs this run; posting document fetched (HTTP 200),2026-09-25,,False,public_sector:statejobs,page,statejobs.ny.gov,,url:statejobs.ny.gov/public/vacancydetailsview.cfm?id=222971
fit,0,4,ACLU - National Office,"Staff Attorney, Senior Staff Attorney, or Senior Counsel, Immigrants' Rights Project",https://job-boards.greenhouse.io/aclu/jobs/8682510002,"New York, New York, United States; San Francisco, California, United States; New York, New York, United States; San Francisco, California, United States",nyc,hybrid,"$96,069–$120,009 base",96069.0,120009.0,base,year,regex:range,2,- A minimum of two years complex civil litigation experience in federal courts - Demonstrate,Y,N,Y,immigration impact litigation (meets: stretch),,,JD required/preferred; litigation experience accepted; regulatory/legal/policy research for decisions; 2 years required (2–5 band),"Trial and appellate impact litigation: the Project has ""litigated in trial and appellate courts across the country""; court-heavy work he doesn't want.",2026-08-10,,open,Greenhouse API lists job 8682510002 on board 'aclu',2026-09-25,,False,board:greenhouse,greenhouse,aclu,8682510002,greenhouse:aclu:8682510002
fit,0,4,Alaro,Senior lawyer (USA),https://jobs.ashbyhq.com/alaro/cfa2e22f-f4df-4889-bf87-a497922a5875,New York,nyc,hybrid,Not listed,,,not listed,,,3,"- Roughly 3-8 years' PQE, or junior-to-mid-level associate in US terms. Experienced enoug",Y,N,Y,3+ yrs top-tier firm legal practice (transactional preferred) (meets: Y),,,JD required/preferred; litigation experience accepted; fintech/crypto/AI/market-structure subject; 3 years required (2–5 band),"""Roughly 3-8 years' PQE"" from a Kirkland-tier firm; ""Transactional background preferred over litigation. A preference, not a hard requirement"".",2026-07-31,,open,Ashby API lists job on board 'alaro',2026-09-25,,False,board:ashby,ashby,alaro,cfa2e22f-f4df-4889-bf87-a497922a5875,ashby:alaro:cfa2e22f-f4df-4889-bf87-a497922a5875
fit,0,4,Chariotclaims,[External] Associate Attorney (Consumer Protection / Complex Litigation),https://jobs.ashbyhq.com/chariotclaims/a6ce7fc7-e5b4-4893-9f52-0c57ae7986ed,United States,us_remote,remote,Not listed,,,not listed,,,5,- ~5 years of complex litigation experience at a reputable law firm — Big Law or,Y,N,Y,5+ yrs complex litigation (consumer protection) (meets: stretch),,,JD required/preferred; litigation experience accepted; fintech/crypto/AI/market-structure subject; 5 years required (2–5 band),"Wants ""~5 years of complex litigation experience at a reputable law firm"" — he's roughly 2 years short on litigation-specific time.",2026-08-11,,open,Ashby API lists job on board 'chariotclaims',2026-09-25,,False,board:ashby,ashby,chariotclaims,a6ce7fc7-e5b4-4893-9f52-0c57ae7986ed,ashby:chariotclaims:a6ce7fc7-e5b4-4893-9f52-0c57ae7986ed
fit,0,4,Scale AI,Legal Fellow - Human Frontier Collective (US),https://job-boards.greenhouse.io/scaleai/jobs/4565834005,United States,us_remote,remote,Not listed,,,not listed,,,,,Y,N,Y,"legal research/AI training (flexible, any level) (meets: Y)",,,JD required/preferred; litigation experience accepted; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; seat family: legal-AI research/build seat,"""Attorney/Associate, Legal Analyst, Counsel, Law Clerk, In-House Counsel, Legal Researcher"" — open to broad legal backgrounds, including clerks.",2025-10-09,,open,Greenhouse API lists job 4565834005 on board 'scaleai',2026-09-25,,False,board:greenhouse,greenhouse,scaleai,4565834005,greenhouse:scaleai:4565834005
fit,0,3,Citi,Enterprise Regulatory Engagement Team- Enablement and Execution Vice President,https://citi.wd5.myworkdayjobs.com/2/job/New-York-New-York-United-States/Enterprise-Regulatory-Engagement-Team--Enablement-and-Execution-Vice-President_26990884,New York New York United States,nyc,,"$129,840–$194,760 base",129840.0,194760.0,base,year,regex:range,,,N,N,unclear,regulatory exam management / operations (banking) (meets: Y),,,regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; seat family: business-side regulatory risk,"""Manage the full lifecycle of regulatory exams"" - directly matches his current work supporting OCC/Fed/SEC/FINRA exams at Morgan Stanley.",2026-09-16,2026-10-02,open,"Workday detail endpoint returned 26990884 with posted=true, canApply=True on this run",2026-09-25,,False,board:workday,workday,citi|wd5|2,26990884,workday:citi|wd5|2:26990884
fit,0,3,NY Attorney General,Attorney: Investigate/Prosecute White-Collar Crimes (3876),https://statejobs.ny.gov/public/vacancyDetailsView.cfm?id=217101,"New York, NY",nyc,,"$91,506–$190,644 base",91506.0,190644.0,base,year,regex:range,2,A two (2) year commitment upon being hired is a condition of employment. Addition,Y,N,unclear,,,,JD required/preferred; regulatory/legal/policy research for decisions; 2 years required (2–5 band),,,2026-10-31,open,Listed on statejobs this run; posting document fetched (HTTP 200),2026-09-25,,False,public_sector:statejobs,page,statejobs.ny.gov,,url:statejobs.ny.gov/public/vacancydetailsview.cfm?id=217101
fit,0,3,Atticus,Attorney,https://jobs.ashbyhq.com/atticus/a17fec50-5b19-496d-81d1-0a3303011720,Remote,us_remote,remote,$140K–$175K base + bonus,140000.0,175000.0,base,year,regex:range,,,Y,N,unclear,general legal practice (direct services) (meets: Y),,,JD required/preferred; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,"Wants someone who ""excelled in high-volume direct services legal practice or at a top law firm"" — no specific years stated.",2025-05-12,,open,Ashby API lists job on board 'atticus',2026-09-25,,False,board:ashby,ashby,atticus,a17fec50-5b19-496d-81d1-0a3303011720,ashby:atticus:a17fec50-5b19-496d-81d1-0a3303011720
fit,0,3,Cowbell Cyber Inc.,Claims Counsel,https://cowbell.insure/careers/open-positions/?gh_jid=7871116003,"Pleasanton, CA; New York, New York, United States; Pleasanton, California, United States",nyc,,$165K base + bonus + equity,165000.0,165000.0,base,year,regex:single,1,1 year Cyber experience required. - JD required - Must obtain and retain,Y,N,unclear,,,,JD required/preferred; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,,2026-08-17,,open,Greenhouse API lists job 7871116003 on board 'cowbellcyber',2026-09-25,,False,board:greenhouse,greenhouse,cowbellcyber,7871116003,greenhouse:cowbellcyber:7871116003
fit,0,3,Code for America,Emerging Technology & AI Governance & Enablement Lead,https://job-boards.greenhouse.io/codeforamerica/jobs/8001846,Remote (in the U.S.); Varies,us_remote,remote,"$128,945–$157,850 base + bonus",128945.0,157850.0,base,year,regex:range,3,- Employees with 3+ years of service receive an additional 50% match on contributions between 3,N,N,unclear,"AI governance policy authoring (IT/Security/HR-adjacent, non-legal) (meets: stretch)",,,regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; 3 years required (2–5 band),"No years stated; role sits at ""intersection of IT, Security, Strategic Operations, and People Operations,"" not a legal seat.",2026-06-16,,open,Greenhouse API lists job 8001846 on board 'codeforamerica',2026-09-25,,False,board:greenhouse,greenhouse,codeforamerica,8001846,greenhouse:codeforamerica:8001846
fit,0,3,Adyen,Regulatory Product Specialist,https://job-boards.greenhouse.io/adyen/jobs/8068182,New York,nyc,,$120K–$155K base + equity,120000.0,155000.0,base,year,regex:range,2,"- You have 2+ years of risk or compliance experience, preferably with a regulated fintech",N,N,unclear,,,,regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; 2 years required (2–5 band),,2026-07-24,,open,Greenhouse API lists job 8068182 on board 'adyen',2026-09-25,,False,board:greenhouse,greenhouse,adyen,8068182,greenhouse:adyen:8068182
fit,0,3,Coinbase,Credit Risk Analyst,https://www.coinbase.com/careers/positions/8131356?gh_jid=8131356,Remote - USA,us_remote,remote,"$95,030–$111,800 base + bonus",95030.0,111800.0,base,year,greenhouse:pay_input_ranges,1,"- 1-3 years of hands-on credit risk management experience, including counterparty",N,N,N,1+ yrs institutional counterparty credit risk (meets: stretch),,,financial-services background a plus; credit/distressed/bankruptcy subject; fintech/crypto/AI/market-structure subject,"Needs ""1-3 years of hands-on credit risk management experience"" — close to his ~10 months at Morgan Stanley in second-line credit risk.",2026-08-14,,open,Greenhouse API lists job 8131356 on board 'coinbase',2026-09-25,,False,board:greenhouse,greenhouse,coinbase,8131356,greenhouse:coinbase:8131356
fit,0,3,ACLU - National Office,"William J. Brennan Fellowship, Speech, Privacy & Technology Project",https://job-boards.greenhouse.io/aclu/jobs/8614216002,"New York, New York, United States",nyc,,"$85K–$106,182 base",85000.0,106182.0,base,year,regex:range,,,pref,N,Y,0+ yrs First Amendment/civil-liberties litigation (entry-level fellowship) (meets: Y),,,JD required/preferred; litigation experience accepted; regulatory/legal/policy research for decisions,"""J.D. (or an expectation of receiving one by the Spring of 2027)"" - entry-level fellowship, litigation explicitly the work.",2026-07-08,,open,Greenhouse API lists job 8614216002 on board 'aclu',2026-09-25,,False,board:greenhouse,greenhouse,aclu,8614216002,greenhouse:aclu:8614216002
